
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.999495            0         1800       300000      0      0            0            0
SILI   2      182            0     0.998139            0         1800       300000      0      0            0            0
SILI   3      182            0      0.99843            0         1800       300000      0      0            0            0
SILI   4      182            0     0.998742            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000384418 -4.04232e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000402831  3.38648e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000377245 -5.99242e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000344939  2.42644e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.963239            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.961646            0          0.1       300000      0      0            0            0

LIGL   1      200            0     0.996532            0          0.1       300000      0      0            0            0

