
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.998766            0         1800       300000      0      0            0            0
SILI   2      182            0     0.998777            0         1800       300000      0      0            0            0
SILI   3      182            0     0.998002            0         1800       300000      0      0            0            0
SILI   4      182            0     0.998972            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000383118 -4.01502e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000403788   3.4026e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000375963 -5.95177e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000345634  2.43623e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.960815            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.959966            0          0.1       300000      0      0            0            0

LIGL   1      200            0     0.996681            0          0.1       300000      0      0            0            0

