
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.998089            0         1800       300000      0      0            0            0
SILI   2      182            0       0.9981            0         1800       300000      0      0            0            0
SILI   3      182            0     0.997813            0         1800       300000      0      0            0            0
SILI   4      182            0     0.998693            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000384043 -4.03444e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000403672  3.40063e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000377874 -6.01244e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000345772  2.43818e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.961378            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.959717            0          0.1       300000      0      0            0            0

LIGL   1      200            0     0.993099            0          0.1       300000      0      0            0            0

