
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.998687            0         1800       300000      0      0            0            0
SILI   2      182            0      0.99803            0         1800       300000      0      0            0            0
SILI   3      182            0     0.998141            0         1800       300000      0      0            0            0
SILI   4      182            0     0.999232            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532   0.00038379 -4.02913e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000403849  3.40362e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000376331 -5.96343e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000344949  2.42659e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.962757            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.961221            0          0.1       300000      0      0            0            0

LIGL   1      200            0     0.997168            0          0.1       300000      0      0            0            0

