
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.999984            0         1800       300000      0      0            0            0
SILI   2      182            0     0.999796            0         1800       300000      0      0            0            0
SILI   3      182            0     0.999788            0         1800       300000      0      0            0            0
SILI   4      182            0     0.999761            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000382913 -4.01074e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000403748  3.40192e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000374758 -5.91369e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000345104  2.42876e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.991657            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.990874            0          0.1       300000      0      0            0            0

LIGL   1      200            0       1.0043            0          0.1       300000      0      0            0            0

