
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.998258            0         1800       300000      0      0            0            0
SILI   2      182            0      1.00076            0         1800       300000      0      0            0            0
SILI   3      182            0      1.00087            0         1800       300000      0      0            0            0
SILI   4      182            0      1.00088            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000385365 -4.06226e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000405775  3.43617e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000380154 -6.08521e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000347639  2.46457e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.986036            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.987135            0          0.1       300000      0      0            0            0

LIGL   1      200            0      0.99453            0          0.1       300000      0      0            0            0

