
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.995822            0         1800       300000      0      0            0            0
SILI   2      182            0      1.00001            0         1800       300000      0      0            0            0
SILI   3      182            0      1.00001            0         1800       300000      0      0            0            0
SILI   4      182            0      1.00136            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000383437 -4.02172e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000403394  3.39595e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000377932 -6.01428e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000345983  2.44115e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.984045            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.983777            0          0.1       300000      0      0            0            0

LIGL   1      200            0      0.99453            0          0.1       300000      0      0            0            0

