
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0      1.00075            0         1800       300000      0      0            0            0
SILI   2      182            0      1.00189            0         1800       300000      0      0            0            0
SILI   3      182            0      1.00182            0         1800       300000      0      0            0            0
SILI   4      182            0      1.00051            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000383288 -4.01858e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000408363  3.48013e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000381177   -6.118e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000347872  2.46788e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.993115            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.993424            0          0.1       300000      0      0            0            0

LIGL   1      200            0      0.99553            0          0.1       300000      0      0            0            0

