
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.996041            0         1800       300000      0      0            0            0
SILI   2      182            0       1.0003            0         1800       300000      0      0            0            0
SILI   3      182            0      1.00061            0         1800       300000      0      0            0            0
SILI   4      182            0      1.00149            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000385799 -4.07141e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000408389  3.48058e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000378967 -6.04726e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000352601  2.53544e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.988804            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.990079            0          0.1       300000      0      0            0            0

LIGL   1      200            0      0.99453            0          0.1       300000      0      0            0            0

