
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.998462            0         1800       300000      0      0            0            0
SILI   2      182            0     0.998144            0         1800       300000      0      0            0            0
SILI   3      182            0      0.99868            0         1800       300000      0      0            0            0
SILI   4      182            0     0.998992            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000383048 -4.01357e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000402402  3.37928e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000376926  -5.9823e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000345626  2.43611e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.961854            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.961032            0          0.1       300000      0      0            0            0

LIGL   1      200            0     0.996512            0          0.1       300000      0      0            0            0

