
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.996765            0         1800       300000      0      0            0            0
SILI   2      182            0      1.00009            0         1800       300000      0      0            0            0
SILI   3      182            0       1.0003            0         1800       300000      0      0            0            0
SILI   4      182            0      1.00111            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000384301 -4.03986e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000404394  3.41281e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000378991 -6.04803e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000346301  2.44564e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.985131            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.985639            0          0.1       300000      0      0            0            0

LIGL   1      200            0      0.99453            0          0.1       300000      0      0            0            0

