
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.998424            0         1800       300000      0      0            0            0
SILI   2      182            0      1.00084            0         1800       300000      0      0            0            0
SILI   3      182            0      1.00093            0         1800       300000      0      0            0            0
SILI   4      182            0      1.00086            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000385484 -4.06477e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163   0.00040593  3.43878e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000380284 -6.08937e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000347788  2.46669e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.986136            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.987302            0          0.1       300000      0      0            0            0

LIGL   1      200            0      0.99453            0          0.1       300000      0      0            0            0

