
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.999675            0         1800       300000      0      0            0            0
SILI   2      182            0      1.00115            0         1800       300000      0      0            0            0
SILI   3      182            0      1.00051            0         1800       300000      0      0            0            0
SILI   4      182            0     0.999731            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000384261 -4.03901e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000403873  3.40402e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000376665 -5.97403e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000345734  2.43764e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.993717            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.991877            0          0.1       300000      0      0            0            0

LIGL   1      200            0      1.00036            0          0.1       300000      0      0            0            0

