
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.998517            0         1800       300000      0      0            0            0
SILI   2      182            0     0.998149            0         1800       300000      0      0            0            0
SILI   3      182            0     0.997813            0         1800       300000      0      0            0            0
SILI   4      182            0     0.998982            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532   0.00038286 -4.00962e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163   0.00040314  3.39168e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000378982 -6.04774e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000345383  2.43269e-09         0.03           20      0      0            0            0

FIMG   1      187            0     0.971918            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.971362            0          0.1       300000      0      0            0            0

LIGL   1      200            0     0.994096            0          0.1       300000      0      0            0            0

