
RUNLIST
		
118820	4000	0
118821	3604	0
118822	1794	0
118823	1043	0
118824	438	0
118825	2007	0
118826	1011	0
118827	1376	0
118828	3629	2.09987E+16
118829	3872	2.1551E+16
118830	3706	2.15452E+16
118831	3685	2.15342E+16
118832	3882	2.17289E+16
118833	3791	2.12239E+16
118834	3448	2.03584E+16
118835	3719	2.14877E+16
118836	2907	1.55898E+16
118837	6896	3.7458E+16
118838	4617	2.48379E+16
118839	182	9.94106E+14
118840	107	6.63145E+14
118841	15	8.93952E+13
118842	41	2.5866E+14
118843	40	2.46717E+14
118844	28	1.76721E+14
118845	24	1.48415E+14
118846	1380	8.70499E+15
118847	645	3.9158E+15
118848	23	5.75102E+13
118849	3696	1.88981E+16
118850	49	3.74489E+13
118851	3414	1.86026E+16
118852	3412	1.99582E+16
118853	866	4.81709E+15
118854	995	5.40021E+15
118855	281	1.54795E+15
118856	3561	1.88425E+16
118857	5045	2.56064E+16
118858	3995	2.00887E+16
118859	4017	2.16351E+16
118860	4089	2.35043E+16
118861	3190	1.7463E+16
118862	4871	0
118863	4725	0
118864	0	0
118865	0	0
118866	275	0
118867	2175	0
118868	1012	0
118869	1010	0
118870	1045	0
118871	2026	18524336128
118872	4009	0
118873	3653	0
118874	1245	0
118875	1874	0
118876	2017	0
118877	34	0
118878	1042	0
118879	1745	0
118880	1090	0
118881	112	4.85842E+14
118882	769	3.19334E+15
118883	149	6.74398E+14
118884	1297	6.23178E+15
118885	4470	2.22879E+16
118886	4034	2.09288E+16
118887	4001	2.12781E+16
118888	1643	8.88972E+15
118889	27	1.56373E+14
118890	969	5.20324E+15
118891	959	5.035E+15
118892	3158	1.68927E+16
118893	7	3.35116E+13
118894	3983	2.01375E+16
118895	3951	1.97156E+16
118896	4190	2.30308E+16
118897	4046	2.10581E+16
118898	100	8.49711E+13
118899	2611	1.41677E+16
118900	4225	2.07283E+16
118901	4156	2.13919E+16
118902	3631	1.97887E+16
118903	3610	2.06167E+16
118904	3504	1.94793E+16
118905	4001	2.23688E+16
118906	4000	2.23153E+16
118907	2930	1.18361E+16
118908	632	2.58195E+15
118909	3459	2.00951E+16
118910	3529	1.94916E+16
118911	4055	2.22395E+16
118912	4437	2.44506E+16
118913	3456	1.94302E+16
118914	3680	1.94757E+16
118915	4021	2.18638E+16
118916	4019	2.13259E+16
118917	3381	1.81793E+16
118918	3287	1.82095E+16
118919	3744	2.11597E+16
118920	2236	1.26652E+16
118921	6488	0
118922	7252	0
118923	2270	0
118924	2169	1.11638E+16
118925	6086	3.25331E+16
118926	4812	2.6346E+16
118927	3307	1.79844E+16
118928	3868	2.11948E+16
118929	3491	1.88749E+16
118930	4011	1.98757E+16
118931	3954	2.13718E+16
118932	4250	2.22102E+16
118933	1357	5.73287E+15
118934	3905	2.00871E+16
118935	4686	2.36872E+16
118936	2302	1.28581E+16
118937	46	3.96279E+13
118938	246	0
118939	1327	0
118940	2903	0
118941	1821	0
118942	1036	0
118943	1022	0
118944	1014	0
118945	2013	0
118946	2009	0
118947	1031	0
118948	62	0
118949	83	0
118950	1063	0
118951	1507	0
118952	3110	0
118953	2860	0
118954	4985	0
118955	8527	0
118956	344	2.11131E+15
118957	737	4.54977E+15
118958	3746	2.11346E+16
118959	4043	2.21277E+16
118960	4004	2.34341E+16
